X,y
0.26196137551081045,7.620009939999591
0.9033812380335597,8.254396679479667
0.020781993939474785,2.7124317226036148
0.8999357735537984,8.85550487278902
0.09723885446296769,5.699531256988019
0.1792052823997307,7.820076017765882
0.6850915838170872,9.16663227320743
0.16744393320526746,5.253819229236409
0.30205322153007247,5.771300673889332
0.0007595047227442663,2.0917697081533393
0.5677820049447709,8.374519297541635
0.28959822556262216,6.641403507008345
0.10872300486543769,5.374856921999578
0.6216198203897947,8.394105720674341
0.09192710450918974,5.7696521027292365
0.2056603357634052,6.7674120263222095
0.017967176600900574,1.538877768651779
0.1625000798423234,5.368710669997385
0.04139403495858997,3.46756917379644
0.06880828857376164,2.887173533001186
0.563047141931206,9.257584467965698
0.0786290715552735,6.154335240578661
0.23541028166991954,5.265187842141185
0.9618454550739747,6.2220797514515365
0.9247845581253099,9.733595708541843
0.5253204582465024,11.330902440499678
0.29292650916576324,6.30393124681617
0.07666873887769518,2.901388911484176
0.02580906792348344,2.728761625733215
0.9407553072024856,8.072329527066726
0.2663267849893882,6.688267575120465
0.013424840153226727,0.7832539873728281
0.388739475260212,8.56572253333649
0.6032366601044511,8.111905882999457
0.37577304710192455,8.217722788693983
0.841435079214658,8.734778616970912
0.0015675958825467793,-0.8170316109111083
0.2794066092337725,6.996505074872615
0.21098945330611332,5.691497255317122
0.003887470020166602,0.3816923196134993
0.41130182053166275,6.751761858211948
0.7269827572555817,7.533956420671856
0.35157905095054487,9.461054381094588
0.06765068231941755,3.9740547877911614
0.7054009693700327,8.69639509383463
0.25958605328737994,7.807291394957725
0.26100745227145855,6.745988527359937
0.5670544937119851,8.238056430914092
0.021880928670765968,2.2841919636825736
0.6717879586942301,9.029085549713985
0.46688099591550397,6.902770090646152
0.6195215954049219,9.56853163531602
0.036716790720871556,2.0066092803954776
0.6437882470731181,7.441040530825097
0.03660484468194104,1.644069078981525
0.006650829398839516,0.17448069992453846
0.731413177548217,10.668623882638816
0.7418092607880278,7.460216152976983
0.7683172813944098,9.032434509128638
0.22269878322529216,4.442636879361974
0.07510251930177556,4.287257921694828
5.029403293668713e-05,1.0395282551728717
0.41695547498211266,7.793434608431872
0.5182695204638664,7.658824243909722
0.698175915562882,9.013381078281332
0.07945510955975463,5.232750287768978
0.046318859476989646,3.9288172319714976
0.4087446135378478,10.302722155109791
0.6481132843701394,8.903846639656189
0.928661551169788,8.346591340925071
0.022657724573324236,1.7023557020492703
0.23252878733290763,6.909368239303101
0.8005164740654421,9.014574136495618
0.17868958341751748,6.377246353476854
0.3475126812013449,7.965487281299545
0.0005997932840839268,-1.861855848379367
0.45354821960404923,9.14754594630002
0.8447238907404052,8.280539507932067
0.6836401255965804,7.374771537002936
0.7841461427540553,9.60237909663221
0.43606922858240516,9.649494201634685
0.0602959159482649,4.328520249640799
0.5906183775925055,8.737355525350182
0.04480619665795583,2.0221648309206186
0.6910178507464273,12.038108464789012
0.003933537811592881,1.3907640660480318
0.6814301300612741,7.4101061861677024
0.027062640722780973,1.23328246622795
0.1407352689804514,5.946085567717657
0.10032306615386725,3.2201228266241984
0.47794689634661686,8.463662194230599
0.031887915674722725,1.8898719132022332
0.1570189460949347,7.5194474346417985
3.3925908171915564e-05,1.109869303412775
0.0689034742217583,0.9614804164201805
0.17740001723159338,6.443055530233547
0.011219308385609056,-0.8513321710636499
0.40089151726501676,9.279643421088709
0.14472262511870118,6.107062869612246
0.526051296610139,9.033353069939158
